binned_x1,binned_x2,binned_x3,f1,f2
"(2.401, 4.0]","(-4.007, -2.399]","(-4.007, -2.4]",1.0,0.9999999999999818
"(2.401, 4.0]","(-2.399, -0.8]","(-4.007, -2.4]",0.999999999998515,0.9999999975474596
"(-4.004, -2.397]","(2.4, 4.0]","(-4.007, -2.4]",1.0,0.9999999999999512
"(0.801, 2.401]","(0.8, 2.4]","(-4.007, -2.4]",0.9999982324187446,0.9999998287402696
"(-0.798, 0.801]","(0.8, 2.4]","(-4.007, -2.4]",0.9999997175688026,0.9999917488668436
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.9994820759790785,0.999964256329778
"(-2.397, -0.798]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999659268,0.9999999988077768
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999972278599,0.9999999999890647
"(-4.004, -2.397]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999999932,0.9999999999996596
"(-2.397, -0.798]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999294693980016,0.9844298108988492
"(0.801, 2.401]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999983601164,0.9999999971973128
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",0.999999999999994,0.999999768865906
"(-2.397, -0.798]","(0.8, 2.4]","(-2.4, -0.8]",0.9958193353632784,0.9654075593894832
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999999619943656,0.9999999934302491
"(-0.798, 0.801]","(-0.8, 0.8]","(-2.4, -0.8]",0.9927521162942388,0.6015573483012584
"(0.801, 2.401]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999944260676,0.9999682844523036
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999999328,0.9999999999999912
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999910268144,0.9999999999109968
"(0.801, 2.401]","(2.4, 4.0]","(0.799, 2.398]",0.9999246238318672,0.9999999999783326
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999973398008,0.9999993125282246
"(-2.397, -0.798]","(0.8, 2.4]","(-4.007, -2.4]",0.9999999941219716,0.9999273368531392
"(-4.004, -2.397]","(-4.007, -2.399]","(-0.8, 0.799]",0.999999999999686,0.9999995984731688
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999998692042736,0.9999912517566976
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.9999129731289748,0.9999950895636139
"(-0.798, 0.801]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999667349893,0.9999950944294697
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.9999999888491996,1.0
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.9112825910865191,0.9995411980375648
"(-2.397, -0.798]","(-2.399, -0.8]","(0.799, 2.398]",0.9999600119920384,0.9998868420318634
"(2.401, 4.0]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999985818424,0.9999999937102109
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.999998778646888,0.9999994697552832
"(-0.798, 0.801]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999937326228,0.9999999545828764
"(2.401, 4.0]","(0.8, 2.4]","(0.799, 2.398]",0.9981416368536244,0.9999999887522328
"(-2.397, -0.798]","(0.8, 2.4]","(0.799, 2.398]",0.996888813355158,0.9999960749298658
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999996395581044,0.9999999916573216
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999977696,0.9999916206214516
"(0.801, 2.401]","(0.8, 2.4]","(-2.4, -0.8]",0.9992500747702956,0.9998298026164528
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999932221718,0.9999999999753012
"(-2.397, -0.798]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999883726663,0.9954946346083124
"(0.801, 2.401]","(-2.399, -0.8]","(2.398, 3.998]",0.9998876014581868,0.9999991264742104
"(-2.397, -0.798]","(-4.007, -2.399]","(0.799, 2.398]",0.9999997805872226,0.9999302596570184
"(2.401, 4.0]","(0.8, 2.4]","(-2.4, -0.8]",0.9999995662431704,0.9999999993953924
"(2.401, 4.0]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999974747004912,0.9999965129206406
"(-2.397, -0.798]","(0.8, 2.4]","(2.398, 3.998]",0.9993775022355844,0.9999997692887944
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.99999999922742,1.0
"(2.401, 4.0]","(2.4, 4.0]","(2.398, 3.998]",0.9999999992264578,1.0
"(-4.004, -2.397]","(-4.007, -2.399]","(2.398, 3.998]",1.0,0.9999999999999766
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999999116,0.9999998661014552
"(-4.004, -2.397]","(-0.8, 0.8]","(2.398, 3.998]",0.9999999988685652,0.9999999998969044
"(-0.798, 0.801]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999997287712,0.9999999978489068
"(-2.397, -0.798]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999992961576,0.9999214160787172
"(-0.798, 0.801]","(2.4, 4.0]","(-0.8, 0.799]",0.9928230468316434,0.9999890619889432
"(-0.798, 0.801]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999513760044292,0.9874358035494458
"(-0.798, 0.801]","(-4.007, -2.399]","(0.799, 2.398]",0.9999985057052144,0.9997871810839906
"(-4.004, -2.397]","(-4.007, -2.399]","(0.799, 2.398]",1.0,0.9999999999623588
"(-4.004, -2.397]","(0.8, 2.4]","(-0.8, 0.799]",0.9999999141340232,0.9999921581638463
"(2.401, 4.0]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999999999912,0.999999999999942
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999989593444,0.9999999997600406
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.9999403136992838,0.9999445460573084
"(-0.798, 0.801]","(0.8, 2.4]","(-4.007, -2.4]",0.9999904922600292,0.9995458951306562
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.9978292365187516,0.9996620488574064
"(2.401, 4.0]","(2.4, 4.0]","(0.799, 2.398]",0.9999998581960544,0.999999999999997
"(0.801, 2.401]","(2.4, 4.0]","(2.398, 3.998]",0.9999947021789816,0.9999999999998774
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9995322010251384,0.9999999998408249
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999972888972,0.9999997385293596
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.8584709217273164,0.9999535098607116
"(-4.004, -2.397]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999999206406,0.9999938516155572
"(0.801, 2.401]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999815588232,0.9999683141584168
"(-0.798, 0.801]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999982745396,0.9999415252318072
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999979275823649,0.9966250235360008
"(-2.397, -0.798]","(0.8, 2.4]","(-4.007, -2.4]",0.9999964672996848,0.9985295997912912
"(2.401, 4.0]","(0.8, 2.4]","(0.799, 2.398]",0.9987273373771892,0.9999999989330028
"(-4.004, -2.397]","(0.8, 2.4]","(-4.007, -2.4]",0.999999999992522,0.999999973090708
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.91804705273407,0.9974488532122928
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.999517397599801,0.9999660300072036
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999919950863752,0.9999978693083048
"(-0.798, 0.801]","(2.4, 4.0]","(2.398, 3.998]",0.9999999908826952,0.9999999999999984
"(2.401, 4.0]","(-4.007, -2.399]","(-0.8, 0.799]",0.999999999999452,0.9999999999995216
"(0.801, 2.401]","(-0.8, 0.8]","(-2.4, -0.8]",0.9965238105819256,0.9997810694525164
"(-0.798, 0.801]","(-2.399, -0.8]","(-2.4, -0.8]",0.999997424767444,0.9929790198730744
"(0.801, 2.401]","(-2.399, -0.8]","(-4.007, -2.4]",0.999999999988759,0.9999999911541458
"(-4.004, -2.397]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999999892508,0.9999994804663012
"(-0.798, 0.801]","(2.4, 4.0]","(0.799, 2.398]",0.9999985922590184,0.9999999999966948
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999993972559,0.9999604257651435
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999756184366,0.9999999980341152
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.9999983941884188,0.999999999996848
"(-2.397, -0.798]","(-4.007, -2.399]","(-4.007, -2.4]",1.0,0.9999999884106684
"(0.801, 2.401]","(-2.399, -0.8]","(0.799, 2.398]",0.9999947746644626,0.9999999089375969
"(-0.798, 0.801]","(2.4, 4.0]","(-2.4, -0.8]",0.999966457112542,0.9999993306220368
"(0.801, 2.401]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999550469324,0.9999993655769897
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999999994,0.9999998234896442
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999998871,1.0
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999787936,0.9999999999999792
"(2.401, 4.0]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999992,1.0
"(-0.798, 0.801]","(2.4, 4.0]","(-2.4, -0.8]",0.99999997734628,0.9999999998154484
"(-0.798, 0.801]","(0.8, 2.4]","(-0.8, 0.799]",0.9800453284113048,0.9997982408427256
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.9999922069719784,0.9999999999997744
"(2.401, 4.0]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999997591098204,0.999999999137408
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.9999941184889426,0.999999999997358
"(-0.798, 0.801]","(2.4, 4.0]","(-2.4, -0.8]",0.9999990496558204,0.9999999946980456
"(-4.004, -2.397]","(-2.399, -0.8]","(2.398, 3.998]",0.9999999999788114,0.9999999996571914
"(2.401, 4.0]","(-0.8, 0.8]","(-0.8, 0.799]",0.9983092262881303,0.9999929687959064
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",1.0,1.0
"(-4.004, -2.397]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999999999964,0.9999995905114216
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999999999608312,0.9999446566534342
"(-2.397, -0.798]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999908,0.9999997502166308
"(0.801, 2.401]","(2.4, 4.0]","(2.398, 3.998]",0.9999994842534078,0.999999999999974
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999182259948,0.9999901685878828
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9999523372028876,0.9999999999404507
"(-0.798, 0.801]","(2.4, 4.0]","(2.398, 3.998]",0.9999727267294558,0.9999999996824734
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999908656592,0.9999999901095336
"(-4.004, -2.397]","(-0.8, 0.8]","(-0.8, 0.799]",0.999973361261036,0.9900377213737668
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999989171336,0.999999999975658
"(-0.798, 0.801]","(2.4, 4.0]","(0.799, 2.398]",0.9998770362850432,0.9999999960545471
"(-0.798, 0.801]","(0.8, 2.4]","(0.799, 2.398]",0.8822503414846226,0.99995208735002
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.804785030310778,0.9998673476830028
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9998328904215964,0.9999999999738484
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9999797182121668,0.9999999999946456
"(2.401, 4.0]","(0.8, 2.4]","(0.799, 2.398]",0.9967305612343038,0.9999999907703381
"(0.801, 2.401]","(2.4, 4.0]","(2.398, 3.998]",0.9999998073026336,0.9999999999999964
"(2.401, 4.0]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999999971666818,0.9999999998995832
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.9999996139400904,0.9999999999999972
"(0.801, 2.401]","(0.8, 2.4]","(2.398, 3.998]",0.9992135454281108,0.9999999985411436
"(0.801, 2.401]","(2.4, 4.0]","(2.398, 3.998]",0.9999986639351882,0.9999999999999438
"(0.801, 2.401]","(2.4, 4.0]","(-0.8, 0.799]",0.9999953349840192,0.9999999999750034
"(0.801, 2.401]","(-4.007, -2.399]","(-4.007, -2.4]",0.9999999999999988,0.9999999993909712
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999999999998838,0.9999993095414802
"(0.801, 2.401]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999979626127459,0.9999960679450652
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999969694521,0.9977196058931614
"(-4.004, -2.397]","(2.4, 4.0]","(-4.007, -2.4]",1.0,0.9999999999999748
"(2.401, 4.0]","(-2.399, -0.8]","(-2.4, -0.8]",0.99999999707212,0.9999996127996394
"(0.801, 2.401]","(-0.8, 0.8]","(0.799, 2.398]",0.9123544376911248,0.9999778211205888
"(-2.397, -0.798]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999999732,0.9999991153234976
"(-0.798, 0.801]","(-2.399, -0.8]","(2.398, 3.998]",0.9999999384350906,0.9999999940383196
"(-0.798, 0.801]","(-4.007, -2.399]","(-2.4, -0.8]",0.999999999200287,0.9999475228060696
"(0.801, 2.401]","(-0.8, 0.8]","(-2.4, -0.8]",0.9970394296483164,0.9996040060974172
"(-2.397, -0.798]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999997892,0.9999977010608906
"(0.801, 2.401]","(0.8, 2.4]","(0.799, 2.398]",0.9989660907065724,0.999999998986022
"(2.401, 4.0]","(0.8, 2.4]","(-2.4, -0.8]",0.9999998021358409,0.9999999986942006
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9889699584875129,0.9348119620025372
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999920748,0.9999999999431564
"(2.401, 4.0]","(-2.399, -0.8]","(-4.007, -2.4]",0.9999999999061602,0.9999999746538542
"(2.401, 4.0]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999689767508,0.9999999991637109
"(2.401, 4.0]","(0.8, 2.4]","(2.398, 3.998]",0.9999999814869128,1.0
"(-2.397, -0.798]","(0.8, 2.4]","(-4.007, -2.4]",0.9999999998065509,0.9999964944795364
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.993493679783322,0.9752005411391486
"(0.801, 2.401]","(0.8, 2.4]","(-0.8, 0.799]",0.8314226577634997,0.9999471048767512
"(0.801, 2.401]","(-2.399, -0.8]","(0.799, 2.398]",0.9997198481143084,0.9999028743441508
"(-4.004, -2.397]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999999999842,0.9999999999999474
"(-0.798, 0.801]","(-0.8, 0.8]","(-0.8, 0.799]",0.07363271182131538,0.9762191579402706
"(0.801, 2.401]","(-0.8, 0.8]","(-0.8, 0.799]",0.6293370632840398,0.9990181487408716
"(-2.397, -0.798]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999999997932,0.9999969115331656
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999999996612,0.9999986301289986
"(-4.004, -2.397]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999999999999992,0.9999999684365816
"(-4.004, -2.397]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999999950808,0.9999939534093344
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999700166291,0.9999999999759857
"(0.801, 2.401]","(-4.007, -2.399]","(0.799, 2.398]",0.999999378409058,0.999999933938554
"(-0.798, 0.801]","(-2.399, -0.8]","(-2.4, -0.8]",0.9998581612505124,0.9603361621204536
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",0.9999999999937677,0.9999999999999064
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999987064412,0.9999999994790136
"(-2.397, -0.798]","(-2.399, -0.8]","(-0.8, 0.799]",0.9948806563752944,0.24457754523294706
"(-0.798, 0.801]","(2.4, 4.0]","(0.799, 2.398]",0.9989552692835758,0.9999999892663304
"(-4.004, -2.397]","(-2.399, -0.8]","(-0.8, 0.799]",0.9999998726725036,0.9967994187761512
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.999999999033843,0.9999994197115476
"(-4.004, -2.397]","(-2.399, -0.8]","(-4.007, -2.4]",1.0,0.9999999997037536
"(-2.397, -0.798]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999993111051,0.9999999854621332
"(-2.397, -0.798]","(2.4, 4.0]","(0.799, 2.398]",0.9999999040791384,0.9999999999209734
"(-0.798, 0.801]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999999932486,0.9999999999978374
"(2.401, 4.0]","(2.4, 4.0]","(-0.8, 0.799]",0.9999998209076464,0.999999999999797
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999747504235535,0.9993121294141448
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999774899112,0.9999999999998852
"(0.801, 2.401]","(-0.8, 0.8]","(0.799, 2.398]",0.9958088186941164,0.9999956297189072
"(-2.397, -0.798]","(-0.8, 0.8]","(-2.4, -0.8]",0.9996152453609928,0.6400776178240294
"(2.401, 4.0]","(-2.399, -0.8]","(0.799, 2.398]",0.999993627508154,0.9999999985364992
"(2.401, 4.0]","(-0.8, 0.8]","(2.398, 3.998]",0.999999942694225,0.9999999999999856
"(0.801, 2.401]","(-4.007, -2.399]","(2.398, 3.998]",0.9999999994690988,0.999999999986725
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9984033499766288,0.9994940289750966
"(0.801, 2.401]","(-4.007, -2.399]","(-0.8, 0.799]",0.9999891161220736,0.9999576633382596
"(2.401, 4.0]","(2.4, 4.0]","(2.398, 3.998]",0.9999999999973072,1.0
"(2.401, 4.0]","(2.4, 4.0]","(-2.4, -0.8]",0.9999999957739246,0.9999999999999206
"(-4.004, -2.397]","(2.4, 4.0]","(2.398, 3.998]",0.999999999995972,0.9999999999999982
"(-2.397, -0.798]","(2.4, 4.0]","(0.799, 2.398]",0.9999986890371898,0.9999999874144574
"(-2.397, -0.798]","(-0.8, 0.8]","(-0.8, 0.799]",0.9672304052578692,0.3055911607019811
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999999986124,0.9999999974396416
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9993051062650844,0.9807165821085204
"(0.801, 2.401]","(-4.007, -2.399]","(0.799, 2.398]",0.9999989365578051,0.9999999036020738
"(-0.798, 0.801]","(-4.007, -2.399]","(0.799, 2.398]",0.99999976201537,0.9999986767077668
"(-0.798, 0.801]","(-0.8, 0.8]","(2.398, 3.998]",0.9980698537976632,0.9999989756808414
"(-2.397, -0.798]","(-0.8, 0.8]","(0.799, 2.398]",0.9996564953466665,0.9999528452206651
"(2.401, 4.0]","(-2.399, -0.8]","(-4.007, -2.4]",0.999999999999982,0.9999999999968868
"(-4.004, -2.397]","(2.4, 4.0]","(0.799, 2.398]",0.9999999979233324,0.9999999999860552
"(-2.397, -0.798]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999785108596421,0.8266794827937959
"(-4.004, -2.397]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999999999999064,0.9999984036675827
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.973165766629432,0.9917016301913174
"(-0.798, 0.801]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999917332,0.99999999997715
"(0.801, 2.401]","(-2.399, -0.8]","(-2.4, -0.8]",0.9999992743311176,0.9993633166187844
"(2.401, 4.0]","(-0.8, 0.8]","(-4.007, -2.4]",0.9999999988131828,0.9999999993119988
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.9999999533891448,0.9999999968089968
"(-2.397, -0.798]","(2.4, 4.0]","(-0.8, 0.799]",0.9999964346557902,0.9999928427470812
"(-4.004, -2.397]","(-0.8, 0.8]","(0.799, 2.398]",0.9999998244078668,0.9999997591713616
"(-0.798, 0.801]","(-0.8, 0.8]","(2.398, 3.998]",0.9974928360535524,0.9999116025675604
"(-0.798, 0.801]","(0.8, 2.4]","(-4.007, -2.4]",0.9999999930047464,0.9999990381522263
"(0.801, 2.401]","(-2.399, -0.8]","(-0.8, 0.799]",0.9986708595022212,0.9969216618757676
"(-0.798, 0.801]","(-0.8, 0.8]","(0.799, 2.398]",0.9743471737150587,0.8852750577584213
"(2.401, 4.0]","(-0.8, 0.8]","(0.799, 2.398]",0.9980948320255268,0.9999998252544692
"(-2.397, -0.798]","(-4.007, -2.399]","(-4.007, -2.4]",1.0,0.9999999941507548
"(-0.798, 0.801]","(-2.399, -0.8]","(0.799, 2.398]",0.9999576584133312,0.999088876922212
"(2.401, 4.0]","(2.4, 4.0]","(2.398, 3.998]",0.9999999405201856,1.0
"(0.801, 2.401]","(2.4, 4.0]","(-2.4, -0.8]",0.9999998467159644,0.9999999999524282
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.9999968024897068,0.9999967336375936
"(-0.798, 0.801]","(2.4, 4.0]","(-4.007, -2.4]",0.9999999999999926,0.9999999999999641
"(-2.397, -0.798]","(0.8, 2.4]","(-0.8, 0.799]",0.9999756337717758,0.9997969024928992
"(-2.397, -0.798]","(2.4, 4.0]","(-2.4, -0.8]",0.99999980732847,0.999997646079156
"(-4.004, -2.397]","(0.8, 2.4]","(-4.007, -2.4]",0.9999999999893712,0.9999997985823698
"(-0.798, 0.801]","(0.8, 2.4]","(-2.4, -0.8]",0.9999762767203412,0.9999118967245642
"(-4.004, -2.397]","(-0.8, 0.8]","(-2.4, -0.8]",0.9999999999953668,0.9999972801334768
"(-4.004, -2.397]","(-2.399, -0.8]","(0.799, 2.398]",0.9999999718752546,0.9999953409953976
"(-4.004, -2.397]","(0.8, 2.4]","(-2.4, -0.8]",0.99999999999899,0.9999998379904828
"(-0.798, 0.801]","(-4.007, -2.399]","(-2.4, -0.8]",0.9999999996651738,0.9999821768143214
"(-4.004, -2.397]","(-4.007, -2.399]","(0.799, 2.398]",0.9999999999831244,0.9999993519234612
